CMTE_ID,CMTE_NM,CMTE_ST1,CMTE_ST2,CMTE_CITY,CMTE_ST,CMTE_ZIP,CAND_ID,CAND_NM,RPT_YR,RPT_TP,TERM_RPT_FLAG,AMNDT_IND,RECEIPT_DT,CVG_START_DT,CVG_END_DT,RPT_PGI,COH_BOP,TTL_RECEIPTS_SUM_PAGE_PER,SUBTTL_SUM_PAGE_PER,TTL_DISB_SUM_PAGE_PER,COH_COP,DEBTS_OWED_TO_CMTE,DEBTS_OWED_BY_CMTE,EXP_SUBJECT_LIMITS,NET_CONTB_SUM_PAGE_PER,NET_OP_EXP_SUM_PAGE_PER,FED_FUNDS_PER,INDV_CONTB_PER,POL_PTY_CMTE_CONTB_PER,OTHER_POL_CMTE_CONTB_PER,CAND_CONTB_PER,TTL_CONTB_PER,TRANF_FROM_AFFILATED_CMTE_PER,LOANS_RECEIVED_FROM_CAND_PER,OTHER_LOANS_RECEIVED_PER,TTL_LOANS_RECEIVED_PER,OFFSETS_TO_OP_EXP_PER,OFFSETS_TO_FNDRSG_EXP_PER,OFFSETS_TO_LEGAL_ACCTG_PER,TTL_OFFSETS_TO_OP_EXP_PER,OTHER_RECEIPTS_PER,TTL_RECEIPTS_PER,OP_EXP_PER,TRANF_TO_OTHER_AUTH_CMTE_PER,FNDRSG_DISB_PER,EXEMPT_LEGAL_ACCTG_DISB_PER,REPYMTS_LOANS_MADE_BY_CAND_PER,REPYMTS_OTHER_LOANS_PER,TTL_LOAN_REPYMTS_MADE_PER,REF_INDV_CONTB_PER,REF_POL_PTY_CMTE_CONTB_PER,REF_OTHER_POL_CMTE_CONTB_PER,TTL_CONTB_REF_PER,OTHER_DISB_PER,TTL_DISB_PER,ITEMS_ON_HAND_LIQUIDATED,TTL_PER,FED_FUNDS_YTD,INDV_CONTB_YTD,POL_PTY_CMTE_CONTB_YTD,OTHER_POL_CMTE_CONTB_YTD,CAND_CONTB_YTD,TTL_CONTB_YTD,TRANF_FROM_AFFILIATED_CMTE_YTD,LOANS_RECEIVED_FROM_CAND_YTD,OTHER_LOANS_RECEIVED_YTD,TTL_LOANS_RECEIVED_YTD,OFFSETS_TO_OP_EXP_YTD,OFFSETS_TO_FNDRSG_EXP_YTD,OFFSETS_TO_LEGAL_ACCTG_YTD,TTL_OFFSETS_TO_OP_EXP_YTD,OTHER_RECEIPTS_YTD,TTL_RECEIPTS_YTD,OP_EXP_YTD,TRANF_TO_OTHER_AUTH_CMTE_YTD,FNDRSG_DISB_YTD,EXEMPT_LEGAL_ACCTG_DISB_YTD,REPYMTS_LOANS_MADE_CAND_YTD,REPYMTS_OTHER_LOANS_YTD,TTL_LOAN_REPYMTS_MADE_YTD,REF_INDV_CONTB_YTD,REF_POL_PTY_CMTE_CONTB_YTD,REF_OTHER_POL_CMTE_CONTB_YTD,TTL_CONTB_REF_YTD,OTHER_DISB_YTD,TTL_DISB_YTD,TTL_YTD,TRES_SIGN_NM,TRES_SIGN_DT,FILE_NUM
C00605568,"GARY JOHNSON 2016","10 WEST BROADWAY STE 202","","SALT LAKE CITY","UT","84101","P20002671","JOHNSON, GARY",2016,"M8",,N,20-AUG-16,01-JUL-16,31-JUL-16,,459063.5,1602810.43,2061873.93,856518.54,1205355.39,0,0,1747936.74,2953292.13,1747936.74,0,1602810.43,0,0,0,1602810.43,0,0,0,0,0,0,0,0,0,1602810.43,843585.4,0,0,0,0,0,0,12933.14,0,0,12933.14,0,856518.54,0,0,0,2961221.87,239,5000,0,2966460.87,0,0,0,0,0,0,0,0,0,2966460.87,1747936.74,0,0,0,0,0,0,13168.74,0,0,13168.74,0,1761105.48,0,"MCCAULEY, MIKE",20-AUG-16,1096305
C00605568,"GARY JOHNSON 2016","10 WEST BROADWAY STE 202","","SALT LAKE CITY","UT","84101","P20002671","JOHNSON, GARY",2016,"M7",,A,20-JUL-16,01-JUN-16,30-JUN-16,,175574.31,664418.66,839992.97,380929.47,459063.5,0,0,904351.34,1363414.84,904351.34,0,659179.66,239,5000,0,664418.66,0,0,0,0,0,0,0,0,0,664418.66,380693.87,0,0,0,0,0,0,235.6,0,0,235.6,0,380929.47,0,0,0,1358411.44,239,5000,0,1363650.44,0,0,0,0,0,0,0,0,0,1363650.44,904351.34,0,0,0,0,0,0,235.6,0,0,235.6,0,904586.94,0,"MCCAULEY, MIKE",20-AUG-16,1096292
C00605568,"GARY JOHNSON 2016","10 WEST BROADWAY STE 202","","SALT LAKE CITY","UT","84101","P20002671","JOHNSON, GARY",2016,"M2",,N,20-FEB-16,01-JAN-16,31-JAN-16,,0,93096.18,93096.18,69848.41,23247.77,0,0,69848.41,93096.18,69848.41,0,93096.18,0,0,0,93096.18,0,0,0,0,0,0,0,0,0,93096.18,69848.41,0,0,0,0,0,0,0,0,0,0,0,69848.41,0,0,0,93096.18,0,0,0,93096.18,0,0,0,0,0,0,0,0,0,93096.18,69848.41,0,0,0,0,0,0,0,0,0,0,0,69848.41,0,"MCCAULEY, MIKE",20-FEB-16,1051588
C00605568,"GARY JOHNSON 2016","10 WEST BROADWAY STE 202","","SALT LAKE CITY","UT","84101","P20002671","JOHNSON, GARY",2016,"M4",,A,20-APR-16,01-MAR-16,31-MAR-16,,19141.78,129595.56,148737.34,113705.39,35031.95,0,0,243924.94,278956.89,243924.94,0,129595.56,0,0,0,129595.56,0,0,0,0,0,0,0,0,0,129595.56,113705.39,0,0,0,0,0,0,0,0,0,0,0,113705.39,0,0,0,278956.89,0,0,0,278956.89,0,0,0,0,0,0,0,0,0,278956.89,243924.94,0,0,0,0,0,0,0,0,0,0,0,243924.94,0,"MCCAULEY, MIKE",20-JUN-16,1079132
C00605568,"GARY JOHNSON 2016","10 WEST BROADWAY STE 202","","SALT LAKE CITY","UT","84101","P20002671","JOHNSON, GARY",2016,"12G",,N,27-OCT-16,01-OCT-16,19-OCT-16,G2016,1283891.87,694279.34,1978171.21,876731.35,1101439.86,0,0,10308873.13,10919654.39,10308873.13,0,694279.34,0,0,0,694279.34,0,0,0,0,0,0,0,0,0,694279.34,876731.35,0,0,0,0,0,0,0,0,0,0,0,876731.35,0,0,0,10930851.03,239,5000,0,10936090.03,490658.6,0,0,0,14000,0,0,14000,0,11440748.63,10322873.13,0,0,0,0,0,0,16435.64,0,0,16435.64,0,10339308.77,0,"MCCAULEY, MIKE",27-OCT-16,1119833
C00605568,"GARY JOHNSON 2016","10 WEST BROADWAY STE 202","","SALT LAKE CITY","UT","84101","P20002671","JOHNSON, GARY",2016,"30G",,N,08-DEC-16,20-OCT-16,28-NOV-16,G2016,1159859.04,402586,1562445.04,1165628.57,396816.47,0,0,10685467.93,11089631.47,10685467.93,0,402586,0,0,0,402586,0,0,0,0,0,0,0,0,0,402586,1165628.57,0,0,0,0,0,0,0,0,0,0,0,1165628.57,0,0,0,11100828.11,239,5000,0,11106067.11,490658.6,0,0,0,14000,0,0,14000,0,11610725.71,10699467.93,0,0,0,0,0,0,16435.64,0,0,16435.64,0,10715903.57,0,"MCCAULEY, MIKE",08-DEC-16,1134173
C00496034,"RICK SANTORUM FOR PRESIDENT, INC (2012)","PO BOX 238","","VERONA","PA","15147","P20002721","SANTORUM, RICHARD J.",2015,"Q2",,N,15-JUL-15,01-APR-15,30-JUN-15,,5703.73,17056.6,22760.33,12311.27,10449.06,0,448735.09,0,-2033.38,659323.96,0,445,0,0,0,445,0,0,0,0,0,0,0,0,16611.6,17056.6,10811.27,0,0,0,0,0,0,1500,0,0,1500,0,12311.27,0,0,0,5389.62,0,0,0,5389.62,0,0,0,0,92840.77,0,0,92840.77,398087.54,496317.93,752164.73,0,0,0,0,0,0,7423,0,0,7423,1019.6,760607.33,0,"ROTHMAN, GREG",15-JUL-15,1015452
C00496034,"RICK SANTORUM FOR PRESIDENT, INC (2012)","PO BOX 238","","VERONA","PA","15147","P20002721","SANTORUM, RICHARD J.",2015,"YE",,N,31-JAN-16,01-OCT-15,31-DEC-15,,13347.87,921.24,14269.11,1035.59,13233.52,0,450400.39,0,-2033.38,661316.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921.24,921.24,1035.59,0,0,0,0,0,0,0,0,0,0,0,1035.59,0,0,0,5389.62,0,0,0,5389.62,0,0,0,0,93111.02,0,0,93111.02,402864.94,501365.58,754427.92,0,0,0,0,0,0,7423,0,0,7423,1019.6,762870.52,0,"ROTHMAN, GREG",31-JAN-16,1047082
C00578492,"SANTORUM FOR PRESIDENT","PO BOX 238","","VERONA","PA","15147","P20002721","SANTORUM, RICHARD J.",2016,"M2",,N,20-FEB-16,01-JAN-16,31-JAN-16,,42919.79,123278.17,166197.96,137468.42,28729.54,0,448955.56,1325476.62,1328785.35,1325476.62,0,115953.42,0,2500,0,118453.42,0,0,0,0,4824.75,0,0,4824.75,0,123278.17,133268.42,0,0,0,0,0,0,4200,0,0,4200,0,137468.42,0,0,0,1327735.35,0,7250,0,1334985.35,0,24000,0,24000,6101.95,0,0,6101.95,1420.81,1366508.11,1331578.57,0,0,0,0,0,0,6200,0,0,6200,0,1337778.57,0,"ROTHMAN, GREG",20-FEB-16,1051474
C00496034,"RICK SANTORUM FOR PRESIDENT, INC (2012)","PO BOX 238","","VERONA","PA","15147","P20002721","SANTORUM, RICHARD J.",2016,"Q2",,N,14-JUL-16,01-APR-16,30-JUN-16,,98.61,200,298.61,0,298.61,0,454675.39,0,-1833.38,674451.81,0,200,0,0,0,200,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5589.62,0,0,0,5589.62,0,0,0,0,99201.11,0,0,99201.11,402864.94,507655.67,773652.92,0,0,0,0,0,0,7423,0,0,7423,1019.6,782095.52,0,"ROTHMAN, GREG",14-JUL-16,1084548
C00496034,"RICK SANTORUM FOR PRESIDENT, INC (2012)","PO BOX 238","","VERONA","PA","15147","P20002721","SANTORUM, RICHARD J.",2016,"Q3",,N,14-OCT-16,01-JUL-16,30-SEP-16,,298.61,0,298.61,0,298.61,0,455950.39,0,-1833.38,674451.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5589.62,0,0,0,5589.62,0,0,0,0,99201.11,0,0,99201.11,402864.94,507655.67,773652.92,0,0,0,0,0,0,7423,0,0,7423,1019.6,782095.52,0,"ROTHMAN, GREG",14-OCT-16,1107063
